DATE,WLEMUINDXD
2015-05-04,11.82000
2015-05-05,17.85000
2015-05-06,14.72000
2015-05-07,32.47000
2015-05-08,7.88000
2015-05-09,70.05000
2015-05-10,20.24000
2015-05-11,12.20000
2015-05-12,9.11000
2015-05-13,7.29000
2015-05-14,6.48000
2015-05-15,7.80000
2015-05-16,11.87000
2015-05-17,9.84000
2015-05-18,12.23000
2015-05-19,9.19000
2015-05-20,7.36000
2015-05-21,13.34000
2015-05-22,31.49000
2015-05-23,47.47000
2015-05-24,10.37000
2015-05-25,18.27000
2015-05-26,31.73000
2015-05-27,7.65000
2015-05-28,6.60000
2015-05-29,8.00000
2015-05-30,11.77000
2015-05-31,10.27000
2015-06-01,12.50000
2015-06-02,9.33000
2015-06-03,7.63000
2015-06-04,19.77000
2015-06-05,81.73000
2015-06-06,11.86000
2015-06-07,100.92000
2015-06-08,12.76000
2015-06-09,9.55000
2015-06-10,7.65000
2015-06-11,7.17000
2015-06-12,24.68000
2015-06-13,12.41000
2015-06-14,10.23000
2015-06-15,12.53000
2015-06-16,9.63000
2015-06-17,7.83000
2015-06-18,6.89000
2015-06-19,8.38000
2015-06-20,12.63000
2015-06-21,10.49000
2015-06-22,38.87000
2015-06-23,48.32000
2015-06-24,8.03000
2015-06-25,6.98000
2015-06-26,16.77000
2015-06-27,12.73000
2015-06-28,10.76000
2015-06-29,12.88000
2015-06-30,60.07000
2015-07-01,32.88000
2015-07-02,7.32000
2015-07-03,9.85000
2015-07-04,16.51000
2015-07-05,11.44000
2015-07-06,41.48000
2015-07-07,40.91000
2015-07-08,122.87000
2015-07-09,36.82000
2015-07-10,34.35000
2015-07-11,135.01000
2015-07-12,108.11000
2015-07-13,26.25000
2015-07-14,39.73000
2015-07-15,16.30000
2015-07-16,7.27000
2015-07-17,17.09000
2015-07-18,13.49000
2015-07-19,43.17000
2015-07-20,27.18000
2015-07-21,19.86000
2015-07-22,24.43000
2015-07-23,7.38000
2015-07-24,8.77000
2015-07-25,13.22000
2015-07-26,10.51000
2015-07-27,26.65000
2015-07-28,9.99000
2015-07-29,16.66000
2015-07-30,7.22000
2015-07-31,17.11000
2015-08-01,13.05000
2015-08-02,10.98000
2015-08-03,12.87000
2015-08-04,200.88000
2015-08-05,16.41000
2015-08-06,6.99000
2015-08-07,8.72000
2015-08-08,13.07000
2015-08-09,10.86000
2015-08-10,13.58000
2015-08-11,10.14000
2015-08-12,8.33000
2015-08-13,43.12000
2015-08-14,8.58000
2015-08-15,13.33000
2015-08-16,44.43000
2015-08-17,13.81000
2015-08-18,9.97000
2015-08-19,7.85000
2015-08-20,6.75000
2015-08-21,219.00000
2015-08-22,114.10000
2015-08-23,63.15000
2015-08-24,374.86000
2015-08-25,716.48000
2015-08-26,245.51000
2015-08-27,60.31000
2015-08-28,154.88000
2015-08-29,228.00000
2015-08-30,267.08000
2015-08-31,74.79000
2015-09-01,102.98000
2015-09-02,69.27000
2015-09-03,59.14000
2015-09-04,169.87000
2015-09-05,287.77000
2015-09-06,124.70000
2015-09-07,92.36000
2015-09-08,74.75000
2015-09-09,106.98000
2015-09-10,65.20000
2015-09-11,101.94000
2015-09-12,113.35000
2015-09-13,141.81000
2015-09-14,77.41000
2015-09-15,10.60000
2015-09-16,32.21000
2015-09-17,83.16000
2015-09-18,70.88000
2015-09-19,11.47000
2015-09-20,90.83000
2015-09-21,63.55000
2015-09-22,47.97000
2015-09-23,77.41000
2015-09-24,44.77000
2015-09-25,23.28000
2015-09-26,76.90000
2015-09-27,58.99000
2015-09-28,60.79000
2015-09-29,67.08000
2015-09-30,45.36000
2015-10-01,56.24000
2015-10-02,46.42000
2015-10-03,66.31000
2015-10-04,129.85000
2015-10-05,25.21000
2015-10-06,37.58000
2015-10-07,30.36000
2015-10-08,18.86000
2015-10-09,15.94000
2015-10-10,56.11000
2015-10-11,81.63000
2015-10-12,13.47000
2015-10-13,28.98000
2015-10-14,62.33000
2015-10-15,20.07000
2015-10-16,23.73000
2015-10-17,58.78000
2015-10-18,61.43000
2015-10-19,37.17000
2015-10-20,9.15000
2015-10-21,15.11000
2015-10-22,26.36000
2015-10-23,71.71000
2015-10-24,135.17000
2015-10-25,38.89000
2015-10-26,12.32000
2015-10-27,9.32000
2015-10-28,45.35000
2015-10-29,6.77000
2015-10-30,23.27000
2015-10-31,10.98000
2015-11-01,19.60000
2015-11-02,49.30000
2015-11-03,18.19000
2015-11-04,44.54000
2015-11-05,6.68000
2015-11-06,7.95000
2015-11-07,11.26000
2015-11-08,9.80000
2015-11-09,12.24000
2015-11-10,9.67000
2015-11-11,15.72000
2015-11-12,6.74000
2015-11-13,8.03000
2015-11-14,11.84000
2015-11-15,41.59000
2015-11-16,37.99000
2015-11-17,18.52000
2015-11-18,7.81000
2015-11-19,6.69000
2015-11-20,64.03000
2015-11-21,11.38000
2015-11-22,57.55000
2015-11-23,12.18000
2015-11-24,9.45000
2015-11-25,7.66000
2015-11-26,9.31000
2015-11-27,9.88000
2015-11-28,12.89000
2015-11-29,10.63000
2015-11-30,12.52000
2015-12-01,9.75000
2015-12-02,7.81000
2015-12-03,13.55000
2015-12-04,8.26000
2015-12-05,23.46000
2015-12-06,20.51000
2015-12-07,12.14000
2015-12-08,9.62000
2015-12-09,15.81000
2015-12-10,6.75000
2015-12-11,25.66000
2015-12-12,12.46000
2015-12-13,32.21000
2015-12-14,27.10000
2015-12-15,78.01000
2015-12-16,58.09000
2015-12-17,56.91000
2015-12-18,26.20000
2015-12-19,25.56000
2015-12-20,67.60000
2015-12-21,13.84000
2015-12-22,42.63000
2015-12-23,8.98000
2015-12-24,8.52000
2015-12-25,15.33000
2015-12-26,16.94000
2015-12-27,47.61000
2015-12-28,44.06000
2015-12-29,55.40000
2015-12-30,36.48000
2015-12-31,57.65000
2016-01-01,80.76000
2016-01-02,31.17000
2016-01-03,80.79000
2016-01-04,26.70000
2016-01-05,9.88000
2016-01-06,7.95000
2016-01-07,21.06000
2016-01-08,127.99000
2016-01-09,24.23000
2016-01-10,123.84000
2016-01-11,52.37000
2016-01-12,19.54000
2016-01-13,47.15000
2016-01-14,27.24000
2016-01-15,108.08000
2016-01-16,235.27000
2016-01-17,62.48000
2016-01-18,42.69000
2016-01-19,101.49000
2016-01-20,55.18000
2016-01-21,203.34000
2016-01-22,75.38000
2016-01-23,261.03000
2016-01-24,105.33000
2016-01-25,65.26000
2016-01-26,38.49000
2016-01-27,84.70000
2016-01-28,21.11000
2016-01-29,32.90000
2016-01-30,36.17000
2016-01-31,131.25000
2016-02-01,86.83000
2016-02-02,56.56000
2016-02-03,51.91000
2016-02-04,6.43000
2016-02-05,16.06000
2016-02-06,23.54000
2016-02-07,100.43000
2016-02-08,39.74000
2016-02-09,9.70000
2016-02-10,84.21000
2016-02-11,93.13000
2016-02-12,64.11000
2016-02-13,74.07000
2016-02-14,70.50000
2016-02-15,55.00000
2016-02-16,29.76000
2016-02-17,76.65000
2016-02-18,77.94000
2016-02-19,31.41000
2016-02-20,35.29000
2016-02-21,78.43000
2016-02-22,24.45000
2016-02-23,37.63000
2016-02-24,22.29000
2016-02-25,6.56000
2016-02-26,39.26000
2016-02-27,11.86000
2016-02-28,128.56000
2016-02-29,76.71000
2016-03-01,28.79000
2016-03-02,43.73000
2016-03-03,20.41000
2016-03-04,36.81000
2016-03-05,108.79000
2016-03-06,69.50000
2016-03-07,9.84000
2016-03-08,7.53000
2016-03-09,11.21000
2016-03-10,5.29000
2016-03-11,6.40000
2016-03-12,63.47000
2016-03-13,18.33000
2016-03-14,10.13000
2016-03-15,7.49000
2016-03-16,11.11000
2016-03-17,5.01000
2016-03-18,12.79000
2016-03-19,10.78000
2016-03-20,17.63000
2016-03-21,41.02000
2016-03-22,60.98000
2016-03-23,5.50000
2016-03-24,10.13000
2016-03-25,6.37000
2016-03-26,32.22000
2016-03-27,43.85000
2016-03-28,19.85000
2016-03-29,43.99000
2016-03-30,133.45000
2016-03-31,10.06000
2016-04-01,6.15000
2016-04-02,42.74000
2016-04-03,35.03000
2016-04-04,74.26000
2016-04-05,13.50000
2016-04-06,5.28000
2016-04-07,18.96000
2016-04-08,12.22000
2016-04-09,10.40000
2016-04-10,26.11000
2016-04-11,9.15000
2016-04-12,13.92000
2016-04-13,15.65000
2016-04-14,14.06000
2016-04-15,5.96000
2016-04-16,10.34000
2016-04-17,17.59000
2016-04-18,17.43000
2016-04-19,6.78000
2016-04-20,10.84000
2016-04-21,14.99000
2016-04-22,30.71000
2016-04-23,20.28000
2016-04-24,16.86000
2016-04-25,9.82000
2016-04-26,21.62000
2016-04-27,52.97000
2016-04-28,4.84000
2016-04-29,11.53000
2016-04-30,9.85000
2016-05-01,17.02000
2016-05-02,45.45000
2016-05-03,14.02000
2016-05-04,21.05000
2016-05-05,4.97000
2016-05-06,6.32000
2016-05-07,30.65000
2016-05-08,25.19000
2016-05-09,8.71000
2016-05-10,6.89000
2016-05-11,10.58000
2016-05-12,14.30000
2016-05-13,6.04000
2016-05-14,10.19000
2016-05-15,17.33000
2016-05-16,33.44000
2016-05-17,13.55000
2016-05-18,5.26000
2016-05-19,4.80000
2016-05-20,6.19000
2016-05-21,71.69000
2016-05-22,26.18000
2016-05-23,60.32000
2016-05-24,7.54000
2016-05-25,5.64000
2016-05-26,5.05000
2016-05-27,6.31000
2016-05-28,10.77000
2016-05-29,53.40000
2016-05-30,15.69000
2016-05-31,42.17000
2016-06-01,23.10000
2016-06-02,5.07000
2016-06-03,13.06000
2016-06-04,11.06000
2016-06-05,126.84000
2016-06-06,56.61000
2016-06-07,87.61000
2016-06-08,23.21000
2016-06-09,5.22000
2016-06-10,13.26000
2016-06-11,44.36000
2016-06-12,53.86000
2016-06-13,21.08000
2016-06-14,36.62000
2016-06-15,35.77000
2016-06-16,51.13000
2016-06-17,34.53000
2016-06-18,11.39000
2016-06-19,8.97000
2016-06-20,82.94000
2016-06-21,23.06000
2016-06-22,75.90000
2016-06-23,92.52000
2016-06-24,547.55000
2016-06-25,1079.03000
2016-06-26,351.52000
2016-06-27,250.34000
2016-06-28,481.40000
2016-06-29,189.42000
2016-06-30,126.12000
2016-07-01,149.16000
2016-07-02,92.47000
2016-07-03,263.38000
2016-07-04,85.34000
2016-07-05,62.92000
2016-07-06,193.06000
2016-07-07,60.70000
2016-07-08,124.09000
2016-07-09,81.87000
2016-07-10,105.89000
2016-07-11,42.49000
2016-07-12,91.38000
2016-07-13,85.89000
2016-07-14,21.45000
2016-07-15,6.95000
2016-07-16,46.49000
2016-07-17,37.73000
2016-07-18,40.84000
2016-07-19,32.23000
2016-07-20,36.13000
2016-07-21,16.47000
2016-07-22,14.14000
2016-07-23,35.87000
2016-07-24,57.26000
2016-07-25,10.28000
2016-07-26,54.55000
2016-07-27,29.86000
2016-07-28,22.28000
2016-07-29,21.23000
2016-07-30,11.44000
2016-07-31,28.03000
2016-08-01,10.36000
2016-08-02,40.50000
2016-08-03,17.86000
2016-08-04,10.66000
2016-08-05,48.34000
2016-08-06,22.35000
2016-08-07,46.76000
2016-08-08,126.99000
2016-08-09,48.57000
2016-08-10,85.86000
2016-08-11,16.22000
2016-08-12,13.78000
2016-08-13,22.27000
2016-08-14,55.62000
2016-08-15,31.29000
2016-08-16,7.91000
2016-08-17,6.10000
2016-08-18,5.23000
2016-08-19,20.11000
2016-08-20,10.86000
2016-08-21,9.05000
2016-08-22,9.52000
2016-08-23,7.59000
2016-08-24,11.95000
2016-08-25,35.48000
2016-08-26,56.53000
2016-08-27,30.45000
2016-08-28,63.42000
2016-08-29,69.87000
2016-08-30,35.89000
2016-08-31,27.44000
2016-09-01,168.53000
2016-09-02,18.93000
2016-09-03,10.06000
2016-09-04,72.09000
2016-09-05,15.23000
2016-09-06,7.95000
2016-09-07,5.82000
2016-09-08,5.07000
2016-09-09,6.24000
2016-09-10,19.32000
2016-09-11,26.35000
2016-09-12,31.14000
2016-09-13,42.62000
2016-09-14,10.83000
2016-09-15,10.04000
2016-09-16,6.44000
2016-09-17,9.97000
2016-09-18,44.27000
2016-09-19,39.09000
2016-09-20,14.73000
2016-09-21,5.15000
2016-09-22,5.16000
2016-09-23,6.13000
2016-09-24,10.03000
2016-09-25,8.79000
2016-09-26,10.09000
2016-09-27,7.48000
2016-09-28,35.57000
2016-09-29,5.44000
2016-09-30,13.10000
2016-10-01,29.51000
2016-10-02,44.86000
2016-10-03,69.12000
2016-10-04,42.12000
2016-10-05,11.38000
2016-10-06,21.19000
2016-10-07,23.98000
2016-10-08,21.11000
2016-10-09,18.50000
2016-10-10,19.95000
2016-10-11,7.16000
2016-10-12,6.00000
2016-10-13,20.45000
2016-10-14,12.45000
2016-10-15,9.99000
2016-10-16,97.64000
2016-10-17,141.07000
2016-10-18,7.03000
2016-10-19,5.75000
2016-10-20,5.12000
2016-10-21,12.78000
2016-10-22,9.91000
2016-10-23,26.04000
2016-10-24,20.53000
2016-10-25,22.55000
2016-10-26,11.18000
2016-10-27,25.45000
2016-10-28,43.90000
2016-10-29,57.63000
2016-10-30,33.92000
2016-10-31,20.12000
2016-11-01,13.80000
2016-11-02,5.32000
2016-11-03,34.08000
2016-11-04,36.47000
2016-11-05,48.76000
2016-11-06,25.79000
2016-11-07,34.13000
2016-11-08,83.62000
2016-11-09,203.15000
2016-11-10,221.84000
2016-11-11,60.43000
2016-11-12,99.72000
2016-11-13,98.99000
2016-11-14,154.75000
2016-11-15,28.32000
2016-11-16,40.10000
2016-11-17,59.36000
2016-11-18,34.71000
2016-11-19,30.95000
2016-11-20,54.65000
2016-11-21,19.03000
2016-11-22,7.26000
2016-11-23,5.67000
2016-11-24,7.88000
2016-11-25,40.87000
2016-11-26,11.39000
2016-11-27,57.98000
2016-11-28,10.59000
2016-11-29,15.54000
2016-11-30,16.72000
2016-12-01,36.30000
2016-12-02,6.31000
2016-12-03,30.79000
2016-12-04,63.08000
2016-12-05,19.30000
2016-12-06,7.18000
2016-12-07,26.92000
2016-12-08,21.60000
2016-12-09,31.14000
2016-12-10,10.36000
2016-12-11,18.85000
2016-12-12,46.62000
2016-12-13,28.98000
2016-12-14,5.44000
2016-12-15,372.23000
2016-12-16,12.68000
2016-12-17,21.63000
2016-12-18,19.19000
2016-12-19,10.92000
2016-12-20,51.85000
2016-12-21,5.45000
2016-12-22,22.03000
2016-12-23,14.42000
2016-12-24,25.29000
2016-12-25,35.13000
2016-12-26,34.13000
2016-12-27,64.09000
2016-12-28,46.40000
2016-12-29,38.07000
2016-12-30,52.94000
2016-12-31,57.57000
2017-01-01,170.26000
2017-01-02,15.89000
2017-01-03,24.40000
2017-01-04,17.46000
2017-01-05,84.05000
2017-01-06,7.07000
2017-01-07,32.15000
2017-01-08,66.65000
2017-01-09,45.66000
2017-01-10,21.34000
2017-01-11,45.10000
2017-01-12,5.31000
2017-01-13,127.10000
2017-01-14,10.49000
2017-01-15,85.55000
2017-01-16,41.34000
2017-01-17,145.98000
2017-01-18,16.18000
2017-01-19,5.23000
2017-01-20,53.09000
2017-01-21,29.13000
2017-01-22,95.60000
2017-01-23,59.46000
2017-01-24,27.50000
2017-01-25,5.35000
2017-01-26,19.13000
2017-01-27,24.45000
2017-01-28,52.56000
2017-01-29,36.90000
2017-01-30,17.26000
2017-01-31,15.24000
2017-02-01,27.34000
2017-02-02,9.94000
2017-02-03,18.80000
2017-02-04,9.70000
2017-02-05,36.97000
2017-02-06,35.20000
2017-02-07,13.90000
2017-02-08,5.48000
2017-02-09,25.02000
2017-02-10,12.65000
2017-02-11,20.12000
2017-02-12,37.06000
2017-02-13,9.29000
2017-02-14,34.30000
2017-02-15,11.02000
2017-02-16,5.08000
2017-02-17,100.31000
2017-02-18,19.96000
2017-02-19,8.77000
2017-02-20,8.26000
2017-02-21,27.86000
2017-02-22,58.98000
2017-02-23,4.94000
2017-02-24,6.19000
2017-02-25,18.40000
2017-02-26,25.89000
2017-02-27,18.13000
2017-02-28,20.93000
2017-03-01,16.02000
2017-03-02,15.18000
2017-03-03,23.94000
2017-03-04,29.29000
2017-03-05,26.65000
2017-03-06,9.44000
2017-03-07,20.76000
2017-03-08,16.34000
2017-03-09,21.77000
2017-03-10,5.95000
2017-03-11,30.21000
2017-03-12,9.18000
2017-03-13,8.24000
2017-03-14,99.89000
2017-03-15,15.90000
2017-03-16,20.87000
2017-03-17,6.33000
2017-03-18,10.42000
2017-03-19,8.96000
2017-03-20,101.07000
2017-03-21,21.68000
2017-03-22,5.40000
2017-03-23,10.65000
2017-03-24,12.99000
2017-03-25,10.88000
2017-03-26,8.92000
2017-03-27,8.73000
2017-03-28,6.73000
2017-03-29,10.29000
2017-03-30,5.11000
2017-03-31,5.99000
2017-04-01,10.54000
2017-04-02,9.20000
2017-04-03,50.65000
2017-04-04,6.50000
2017-04-05,4.94000
2017-04-06,15.45000
2017-04-07,17.26000
2017-04-08,53.49000
2017-04-09,72.98000
2017-04-10,9.12000
2017-04-11,7.33000
2017-04-12,10.98000
2017-04-13,9.80000
2017-04-14,43.77000
2017-04-15,10.85000
2017-04-16,19.00000
2017-04-17,108.62000
2017-04-18,53.55000
2017-04-19,5.10000
2017-04-20,14.66000
2017-04-21,5.84000
2017-04-22,30.95000
2017-04-23,26.98000
2017-04-24,29.85000
2017-04-25,49.13000
2017-04-26,14.59000
2017-04-27,10.68000
2017-04-28,6.10000
2017-04-29,10.86000
2017-04-30,9.06000
2017-05-01,8.53000
2017-05-02,6.92000
2017-05-03,5.18000
2017-05-04,5.04000
2017-05-05,24.46000
2017-05-06,10.85000
2017-05-07,27.45000
2017-05-08,19.16000
2017-05-09,7.69000
2017-05-10,5.70000
2017-05-11,21.78000
2017-05-12,33.31000
2017-05-13,44.27000
2017-05-14,9.14000
2017-05-15,97.64000
2017-05-16,7.74000
2017-05-17,35.32000
2017-05-18,43.71000
2017-05-19,20.21000
2017-05-20,22.18000
2017-05-21,37.06000
2017-05-22,43.90000
2017-05-23,7.75000
2017-05-24,6.05000
2017-05-25,5.65000
2017-05-26,6.88000
2017-05-27,11.94000
2017-05-28,9.42000
2017-05-29,16.63000
2017-05-30,9.16000
2017-05-31,302.37000
2017-06-01,5.84000
2017-06-02,7.00000
2017-06-03,24.04000
2017-06-04,29.99000
2017-06-05,11.26000
2017-06-06,8.00000
2017-06-07,6.05000
2017-06-08,17.41000
2017-06-09,7.20000
2017-06-10,11.77000
2017-06-11,38.40000
2017-06-12,11.26000
2017-06-13,8.25000
2017-06-14,6.09000
2017-06-15,5.87000
2017-06-16,7.25000
2017-06-17,11.99000
2017-06-18,9.70000
2017-06-19,11.63000
2017-06-20,8.44000
2017-06-21,12.25000
2017-06-22,12.01000
2017-06-23,7.24000
2017-06-24,23.59000
2017-06-25,19.53000
2017-06-26,23.59000
2017-06-27,8.73000
2017-06-28,12.83000
2017-06-29,6.14000
2017-06-30,29.37000
2017-07-01,36.46000
2017-07-02,10.30000
2017-07-03,24.26000
2017-07-04,13.77000
2017-07-05,28.52000
2017-07-06,12.54000
2017-07-07,45.94000
2017-07-08,12.28000
2017-07-09,20.39000
2017-07-10,11.62000
2017-07-11,17.21000
2017-07-12,12.68000
2017-07-13,6.23000
2017-07-14,22.30000
2017-07-15,11.92000
2017-07-16,10.22000
2017-07-17,34.73000
2017-07-18,16.66000
2017-07-19,6.43000
2017-07-20,6.13000
2017-07-21,7.41000
2017-07-22,12.18000
2017-07-23,50.31000
2017-07-24,512.25000
2017-07-25,148.18000
2017-07-26,12.77000
2017-07-27,5.90000
2017-07-28,7.44000
2017-07-29,12.25000
2017-07-30,30.27000
2017-07-31,11.81000
2017-08-01,8.44000
2017-08-02,12.55000
2017-08-03,6.16000
2017-08-04,7.29000
2017-08-05,11.97000
2017-08-06,19.95000
2017-08-07,10.57000
2017-08-08,16.59000
2017-08-09,12.54000
2017-08-10,12.49000
2017-08-11,29.36000
2017-08-12,12.18000
2017-08-13,10.21000
2017-08-14,35.02000
2017-08-15,25.33000
2017-08-16,18.79000
2017-08-17,5.97000
2017-08-18,43.20000
2017-08-19,22.80000
2017-08-20,19.52000
2017-08-21,591.21000
2017-08-22,32.50000
2017-08-23,18.13000
2017-08-24,5.93000
2017-08-25,40.59000
2017-08-26,10.79000
2017-08-27,95.56000
2017-08-28,31.70000
2017-08-29,7.92000
2017-08-30,11.61000
2017-08-31,16.26000
2017-09-01,6.29000
2017-09-02,19.14000
2017-09-03,27.86000
2017-09-04,29.62000
2017-09-05,8.12000
2017-09-06,23.38000
